,Alcoholic-Related Place,Bank,"Beauty, Cosmetology & Hairdressing",Bridge,Castle,Clothing & Jewelry,Convention Center,Design Studio,Electronics,Embassy / Consulate,Factory,Financial or Legal Service,Food & Snack,Funeral,Furniture / Home Store,General Education Place,Government Building,Hardware Store,"History, Museum & Arts",Hotel,Indoor Entertainment,Laundry Service,Medical-Related Place,Miscellaneous Shop,Neighborhood,Newsstand,Office,Outdoor Entertainment,Paper / Office Supplies Store,Pet-Related Place,Place for Socializing,Place for Sports,Post Office,Professional & Other Places,Recycling Facility,Religion & Spirituality,Residence,Rest Area,Restaurant,School,Shop Related to Entertainment,Smoke Shop,Sporting Goods Shop,Storage Facility,"Store, Market & Fair",Transportation,Travel-Related Place,Vehicle Shop,Vehicle-Related Place
66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,4.0,4.0,3.0,131.0,1.0,6.0,0.0,5.0,0.0,6.0,16.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,51.0,0.0,50.0,3.0,1.0,4.0,0.0,0.0,4.0,31.0,2.0,1.0,1.0
67,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,8.0,13.0,109.0,0.0,6.0,0.0,16.0,0.0,2.0,16.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,2.0,69.0,0.0,48.0,5.0,0.0,1.0,0.0,0.0,3.0,31.0,5.0,0.0,1.0
68,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,105.0,0.0,1.0,1.0,8.0,0.0,3.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,73.0,0.0,30.0,6.0,2.0,0.0,0.0,0.0,4.0,20.0,1.0,1.0,1.0
69,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,115.0,2.0,7.0,0.0,11.0,0.0,1.0,18.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,50.0,0.0,34.0,2.0,0.0,0.0,1.0,0.0,1.0,32.0,5.0,0.0,1.0
70,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,11.0,7.0,97.0,0.0,7.0,2.0,4.0,0.0,8.0,16.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,59.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,4.0,17.0,2.0,0.0,2.0
71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,114.0,1.0,7.0,1.0,4.0,0.0,2.0,21.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,63.0,0.0,37.0,6.0,1.0,2.0,0.0,0.0,0.0,11.0,4.0,0.0,3.0
72,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,7.0,11.0,81.0,0.0,7.0,1.0,10.0,0.0,0.0,23.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,69.0,0.0,39.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,5.0,0.0,2.0
73,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,2.0,0.0,9.0,3.0,88.0,2.0,5.0,0.0,7.0,0.0,2.0,14.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,55.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,0.0,1.0
74,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,87.0,0.0,3.0,1.0,10.0,0.0,4.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0,0.0,34.0,5.0,1.0,1.0,0.0,0.0,4.0,14.0,5.0,1.0,1.0
75,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,93.0,0.0,7.0,0.0,4.0,0.0,1.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,66.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,3.0,15.0,2.0,0.0,1.0
76,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,92.0,0.0,5.0,0.0,4.0,0.0,2.0,21.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,38.0,0.0,41.0,8.0,0.0,0.0,0.0,0.0,4.0,13.0,2.0,0.0,0.0
77,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,64.0,0.0,4.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,54.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,1.0,1.0
78,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,4.0,85.0,84.0,1.0,3.0,1.0,4.0,0.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,53.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,0.0,3.0
79,0.0,1.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,81.0,2.0,5.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,39.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0
80,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,59.0,0.0,6.0,0.0,5.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,47.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,3.0,14.0,1.0,0.0,3.0
81,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,62.0,0.0,3.0,0.0,8.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,54.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0
82,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,80.0,1.0,1.0,1.0,11.0,0.0,1.0,16.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,46.0,1.0,29.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,1.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,5.0,5.0,71.0,0.0,1.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,37.0,0.0,26.0,3.0,1.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,2.0
84,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,52.0,0.0,1.0,2.0,6.0,0.0,1.0,14.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,39.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0
85,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,64.0,1.0,6.0,1.0,6.0,0.0,1.0,14.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,1.0
86,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,55.0,0.0,4.0,2.0,5.0,0.0,0.0,13.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,34.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0
87,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,56.0,0.0,9.0,1.0,9.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,8.0,4.0
88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,53.0,2.0,4.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,36.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0
89,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,47.0,0.0,2.0,1.0,4.0,0.0,4.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,41.0,1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0
90,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,2.0,58.0,38.0,0.0,10.0,0.0,3.0,0.0,3.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,43.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0
91,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,42.0,0.0,5.0,0.0,3.0,0.0,1.0,9.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,46.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0
92,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,51.0,0.0,4.0,0.0,8.0,0.0,5.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,20.0,6.0,0.0,1.0,0.0,0.0,4.0,14.0,2.0,1.0,1.0
93,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,41.0,0.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,37.0,0.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,1.0,2.0
94,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,38.0,0.0,7.0,0.0,7.0,0.0,3.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
95,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,21.0,0.0,6.0,1.0,9.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,41.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0
96,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,39.0,0.0,30.0,5.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,1.0,0.0
97,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,25.0,0.0,5.0,0.0,13.0,0.0,1.0,14.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,36.0,0.0,34.0,4.0,1.0,0.0,0.0,0.0,6.0,10.0,1.0,1.0,1.0
98,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,3.0,0.0,4.0,3.0,25.0,0.0,10.0,1.0,4.0,0.0,1.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,33.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0
99,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,4.0,1.0,0.0,3.0,1.0,22.0,0.0,9.0,0.0,8.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,38.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,2.0
100,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,5.0,1.0,6.0,0.0,2.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,35.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,1.0,40.0,2.0,1.0,1.0
101,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,21.0,1.0,8.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,2.0,32.0,1.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,5.0
102,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,16.0,1.0,2.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,28.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0,8.0,0.0,3.0
103,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,24.0,0.0,3.0,0.0,3.0,0.0,4.0,8.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,2.0,39.0,0.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,1.0,3.0
104,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,2.0,0.0,9.0,2.0,26.0,0.0,5.0,1.0,8.0,0.0,2.0,17.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,23.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,5.0
105,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,14.0,1.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,29.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,8.0
106,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,0.0,4.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,28.0,0.0,20.0,3.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0
107,0.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,1.0,1.0,4.0,0.0,5.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,33.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,17.0
108,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,15.0,2.0,9.0,0.0,4.0,0.0,7.0,16.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,27.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0
109,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,19.0,0.0,14.0,0.0,9.0,0.0,4.0,14.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,3.0,32.0,6.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,0.0,1.0
110,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,9.0,0.0,8.0,0.0,5.0,0.0,8.0,11.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,1.0,25.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,37.0,2.0,0.0,2.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,16.0,1.0,3.0,0.0,12.0,0.0,5.0,12.0,0.0,0.0,1.0,20.0,1.0,0.0,0.0,4.0,24.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,1.0,4.0
112,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,14.0,0.0,2.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,5.0,23.0,0.0,36.0,4.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,0.0,1.0
113,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,18.0,0.0,5.0,1.0,9.0,0.0,7.0,4.0,0.0,0.0,2.0,24.0,3.0,0.0,0.0,1.0,37.0,1.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,3.0
114,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,18.0,2.0,4.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,1.0,35.0,1.0,0.0,0.0,6.0,28.0,2.0,24.0,3.0,1.0,0.0,1.0,0.0,0.0,23.0,2.0,1.0,4.0
115,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,17.0,0.0,5.0,0.0,5.0,0.0,7.0,16.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,3.0,28.0,0.0,31.0,2.0,0.0,0.0,1.0,0.0,3.0,46.0,0.0,1.0,3.0
116,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,10.0,0.0,2.0,0.0,6.0,0.0,14.0,14.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,30.0,0.0,27.0,2.0,1.0,0.0,1.0,0.0,1.0,52.0,1.0,2.0,4.0
117,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,17.0,0.0,2.0,0.0,7.0,0.0,8.0,21.0,0.0,1.0,0.0,18.0,1.0,3.0,0.0,2.0,32.0,0.0,15.0,2.0,0.0,1.0,2.0,0.0,1.0,50.0,0.0,0.0,18.0
118,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,8.0,1.0,3.0,0.0,10.0,0.0,10.0,28.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,34.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,76.0,0.0,0.0,18.0
119,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,32.0,0.0,4.0,1.0,12.0,0.0,10.0,29.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,3.0,40.0,1.0,22.0,0.0,1.0,0.0,3.0,0.0,1.0,65.0,0.0,0.0,4.0
120,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,46.0,1.0,10.0,1.0,7.0,0.0,12.0,21.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,2.0,27.0,0.0,15.0,4.0,3.0,0.0,0.0,0.0,2.0,57.0,1.0,3.0,4.0
121,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,29.0,1.0,3.0,5.0,6.0,0.0,16.0,19.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,3.0,35.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,2.0,54.0,1.0,0.0,2.0
122,0.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,34.0,0.0,4.0,1.0,9.0,0.0,12.0,18.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,2.0,28.0,1.0,31.0,1.0,0.0,0.0,1.0,0.0,2.0,59.0,3.0,1.0,7.0
123,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,8.0,4.0,42.0,0.0,8.0,3.0,7.0,0.0,19.0,23.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,3.0,49.0,2.0,27.0,1.0,2.0,0.0,3.0,0.0,2.0,61.0,5.0,0.0,2.0
124,0.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,35.0,1.0,6.0,0.0,6.0,0.0,10.0,26.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,34.0,0.0,23.0,1.0,1.0,0.0,2.0,0.0,0.0,75.0,6.0,0.0,4.0
125,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,22.0,0.0,7.0,2.0,8.0,0.0,10.0,29.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,38.0,1.0,18.0,1.0,0.0,0.0,2.0,0.0,4.0,83.0,4.0,0.0,2.0
126,0.0,4.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,3.0,5.0,0.0,4.0,8.0,31.0,0.0,6.0,1.0,10.0,0.0,11.0,24.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,4.0,36.0,0.0,26.0,4.0,1.0,0.0,2.0,0.0,0.0,120.0,6.0,2.0,4.0
127,0.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,0.0,8.0,3.0,29.0,0.0,5.0,1.0,8.0,0.0,10.0,37.0,0.0,0.0,1.0,64.0,0.0,1.0,0.0,1.0,42.0,0.0,18.0,3.0,2.0,0.0,2.0,0.0,1.0,91.0,0.0,1.0,4.0
128,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,3.0,6.0,0.0,3.0,18.0,35.0,0.0,7.0,1.0,7.0,0.0,16.0,30.0,0.0,1.0,0.0,73.0,0.0,0.0,0.0,1.0,32.0,0.0,24.0,2.0,2.0,0.0,1.0,0.0,2.0,86.0,2.0,0.0,6.0
129,0.0,4.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,3.0,4.0,5.0,10.0,6.0,35.0,1.0,4.0,0.0,17.0,0.0,26.0,44.0,0.0,1.0,2.0,59.0,0.0,0.0,0.0,2.0,37.0,0.0,16.0,3.0,4.0,0.0,2.0,0.0,7.0,90.0,0.0,1.0,5.0
130,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,39.0,0.0,0.0,3.0,6.0,0.0,3.0,8.0,32.0,2.0,6.0,3.0,13.0,0.0,20.0,38.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,2.0,49.0,4.0,26.0,1.0,0.0,0.0,4.0,0.0,21.0,128.0,2.0,1.0,4.0
131,0.0,3.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,43.0,1.0,0.0,0.0,10.0,1.0,5.0,9.0,23.0,0.0,15.0,0.0,18.0,0.0,18.0,43.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,3.0,49.0,0.0,34.0,8.0,1.0,0.0,1.0,0.0,5.0,125.0,2.0,1.0,5.0
132,0.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,36.0,2.0,15.0,0.0,36.0,0.0,35.0,37.0,0.0,0.0,0.0,94.0,1.0,0.0,0.0,2.0,62.0,1.0,35.0,24.0,0.0,0.0,0.0,0.0,4.0,124.0,1.0,3.0,7.0
133,0.0,5.0,5.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,6.0,1.0,5.0,6.0,40.0,2.0,14.0,0.0,26.0,0.0,42.0,54.0,0.0,0.0,1.0,58.0,1.0,1.0,0.0,5.0,77.0,0.0,26.0,26.0,0.0,0.0,5.0,0.0,6.0,128.0,1.0,1.0,9.0
