,Bridge,Professional & Other Places,Furniture / Home Store,Residence,Place for Sports,Hotel,Vehicle-Related Place,Recycling Facility,Clothing & Jewelry,Neighborhood,Embassy / Consulate,Post Office,Vehicle Shop,Hardware Store,Religion & Spirituality,"History, Museum & Arts",Office,School,Smoke Shop,Indoor Entertainment,"Beauty, Cosmetology & Hairdressing",Electronics,Travel-Related Place,Rest Area,Government Building,General Education Place,Financial or Legal Service,Convention Center,Place for Socializing,Medical-Related Place,Alcoholic-Related Place,Transportation,Storage Facility,Paper / Office Supplies Store,Design Studio,Miscellaneous Shop,Shop Related to Entertainment,Newsstand,Bank,Funeral,Restaurant,"Store, Market & Fair",Pet-Related Place,Laundry Service,Outdoor Entertainment,Sporting Goods Shop,Factory,Food & Snack,Castle
343,0.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0
344,0.0,1.0,0.0,18.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
345,2.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
346,1.0,0.0,0.0,13.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,28.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0
347,0.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
348,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
349,0.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0
350,1.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
351,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
352,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
353,0.0,1.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
354,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
355,1.0,1.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
356,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
357,1.0,0.0,0.0,8.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0
358,2.0,0.0,0.0,18.0,19.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,9.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,3.0,0.0,1.0,14.0,1.0,0.0,7.0,0.0
359,4.0,0.0,0.0,19.0,17.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,17.0,16.0,0.0,24.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,15.0,0.0,0.0,16.0,0.0
360,1.0,0.0,0.0,18.0,18.0,3.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,2.0,2.0,18.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,42.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,13.0,2.0,0.0,1.0,15.0,0.0,1.0,17.0,0.0
361,3.0,0.0,0.0,14.0,14.0,2.0,3.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,7.0,1.0,50.0,18.0,0.0,32.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,9.0,0.0,47.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,19.0,2.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0
362,1.0,0.0,0.0,13.0,19.0,5.0,4.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,4.0,2.0,62.0,14.0,0.0,28.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,57.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,14.0,2.0,0.0,2.0,17.0,0.0,0.0,24.0,0.0
363,1.0,1.0,1.0,18.0,12.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,43.0,17.0,0.0,32.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,9.0,0.0,21.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,16.0,0.0,0.0,1.0,9.0,1.0,0.0,11.0,0.0
364,1.0,0.0,1.0,19.0,9.0,4.0,1.0,0.0,4.0,13.0,0.0,2.0,1.0,1.0,7.0,2.0,26.0,9.0,0.0,26.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,2.0,11.0,0.0,2.0,20.0,0.0
365,2.0,0.0,0.0,11.0,13.0,5.0,3.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,16.0,7.0,0.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,6.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
366,2.0,1.0,2.0,16.0,7.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,9.0,2.0,15.0,9.0,0.0,18.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,26.0,2.0,1.0,0.0,14.0,0.0,1.0,19.0,0.0
367,0.0,1.0,0.0,8.0,11.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,7.0,1.0,16.0,10.0,0.0,21.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,22.0,3.0,0.0,0.0,14.0,0.0,0.0,15.0,0.0
368,2.0,0.0,1.0,13.0,15.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,4.0,9.0,12.0,0.0,36.0,2.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,51.0,5.0,1.0,2.0,10.0,0.0,0.0,15.0,0.0
369,1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,21.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,46.0,1.0,2.0,0.0,13.0,0.0,0.0,16.0,0.0
370,0.0,1.0,0.0,23.0,9.0,2.0,1.0,0.0,5.0,3.0,0.0,4.0,2.0,0.0,0.0,8.0,22.0,9.0,0.0,21.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,36.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,61.0,6.0,2.0,0.0,21.0,1.0,0.0,25.0,0.0
371,0.0,1.0,0.0,14.0,13.0,3.0,2.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,34.0,9.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,57.0,8.0,1.0,2.0,14.0,0.0,0.0,21.0,0.0
372,4.0,1.0,0.0,23.0,9.0,1.0,4.0,0.0,3.0,4.0,0.0,3.0,1.0,1.0,2.0,6.0,8.0,13.0,0.0,20.0,3.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,5.0,1.0,22.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,1.0,63.0,8.0,1.0,1.0,24.0,2.0,0.0,25.0,0.0
373,1.0,0.0,0.0,15.0,11.0,2.0,2.0,0.0,9.0,4.0,1.0,1.0,1.0,2.0,0.0,6.0,6.0,15.0,0.0,30.0,8.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,5.0,2.0,30.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,45.0,2.0,0.0,0.0,14.0,0.0,0.0,16.0,0.0
374,0.0,0.0,0.0,17.0,7.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,7.0,1.0,39.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,42.0,7.0,1.0,1.0,17.0,0.0,0.0,25.0,0.0
375,2.0,0.0,2.0,19.0,8.0,3.0,1.0,0.0,7.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,10.0,9.0,0.0,31.0,4.0,6.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,10.0,0.0,38.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,0.0,43.0,6.0,1.0,1.0,27.0,0.0,0.0,29.0,1.0
376,2.0,0.0,1.0,16.0,14.0,2.0,2.0,0.0,9.0,2.0,0.0,1.0,4.0,2.0,5.0,7.0,7.0,10.0,0.0,35.0,5.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,21.0,5.0,0.0,2.0,16.0,1.0,0.0,15.0,0.0
377,2.0,1.0,0.0,19.0,10.0,3.0,1.0,1.0,11.0,2.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,8.0,0.0,26.0,9.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,26.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,43.0,6.0,0.0,1.0,20.0,1.0,0.0,15.0,0.0
378,2.0,0.0,1.0,21.0,10.0,4.0,2.0,0.0,7.0,8.0,0.0,0.0,2.0,0.0,1.0,5.0,7.0,11.0,1.0,34.0,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,27.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,0.0,28.0,4.0,0.0,2.0,23.0,0.0,0.0,33.0,0.0
379,5.0,1.0,0.0,20.0,9.0,2.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,13.0,4.0,0.0,37.0,8.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,8.0,1.0,38.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,41.0,7.0,1.0,1.0,15.0,2.0,0.0,27.0,0.0
380,2.0,0.0,1.0,27.0,18.0,5.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,4.0,0.0,27.0,9.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,6.0,0.0,1.0,12.0,0.0,1.0,24.0,0.0
381,2.0,0.0,1.0,15.0,19.0,2.0,1.0,0.0,6.0,9.0,0.0,1.0,2.0,0.0,5.0,2.0,8.0,13.0,0.0,45.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,28.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,50.0,2.0,3.0,0.0,18.0,0.0,0.0,20.0,0.0
382,1.0,1.0,1.0,26.0,18.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,8.0,0.0,35.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,68.0,1.0,0.0,0.0,13.0,0.0,0.0,18.0,0.0
383,1.0,0.0,3.0,33.0,14.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,37.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,6.0,0.0,1.0,15.0,2.0,0.0,21.0,0.0
384,2.0,0.0,0.0,14.0,13.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,56.0,3.0,0.0,0.0,6.0,2.0,0.0,11.0,0.0
385,3.0,0.0,1.0,19.0,10.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,45.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,1.0,0.0,7.0,1.0,0.0,19.0,0.0
386,3.0,0.0,1.0,25.0,12.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,37.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,5.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0
387,2.0,0.0,1.0,30.0,9.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,2.0,1.0,1.0,5.0,0.0,0.0,9.0,0.0
388,1.0,0.0,0.0,17.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,40.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0
389,1.0,0.0,0.0,27.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,1.0,38.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
390,0.0,0.0,0.0,23.0,3.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0
391,1.0,0.0,0.0,19.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0
392,0.0,0.0,0.0,18.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
393,0.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,26.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0
394,1.0,0.0,0.0,21.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,34.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
395,1.0,0.0,0.0,13.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
396,0.0,0.0,0.0,15.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
397,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
398,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
399,1.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
400,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0
401,2.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
402,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
403,2.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0
404,1.0,0.0,0.0,6.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
405,2.0,0.0,0.0,15.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0
406,1.0,0.0,0.0,16.0,26.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,2.0,0.0,9.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,1.0,14.0,3.0,0.0,7.0,0.0
407,1.0,0.0,0.0,18.0,17.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,6.0,21.0,15.0,0.0,24.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,57.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,4.0,16.0,0.0,1.0,14.0,0.0
408,2.0,2.0,0.0,26.0,20.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,34.0,0.0,32.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,12.0,0.0,85.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,22.0,2.0,0.0,0.0,28.0,0.0,0.0,36.0,0.0
409,3.0,0.0,0.0,17.0,15.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,62.0,18.0,0.0,26.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,13.0,0.0,72.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,16.0,2.0,0.0,0.0,16.0,0.0,0.0,22.0,0.0
410,3.0,0.0,0.0,19.0,13.0,3.0,3.0,1.0,2.0,11.0,0.0,3.0,0.0,0.0,1.0,1.0,88.0,21.0,0.0,38.0,1.0,1.0,2.0,0.0,11.0,2.0,0.0,1.0,1.0,11.0,0.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,4.0,0.0,2.0,21.0,2.0,0.0,24.0,0.0
